,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
149,19,1,1181,1,3,1,2,0,79,3,1,2,0,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,False,0,0,1,0,0,0,1,0,0,0,0,0,0
150,40,2,1395,1,26,3,2,0,54,3,2,2,2,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,False,0,0,1,0,0,0,0,0,0,0,1,0,0
151,35,1,662,0,1,5,3,1,94,3,3,2,1,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6,False,0,1,0,0,0,0,0,0,0,0,0,1,0
152,53,1,1436,0,6,2,2,1,34,3,2,3,1,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5,False,0,1,0,0,0,0,0,0,0,0,0,0,1
153,45,1,194,1,9,3,2,1,60,3,2,2,2,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15,False,1,0,0,0,0,0,1,0,0,0,0,0,0
154,32,2,967,0,8,3,2,0,43,3,3,4,0,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
155,29,0,1496,1,1,1,4,1,41,3,2,3,1,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,False,0,0,0,0,1,0,0,0,1,0,0,0,0
156,51,1,1169,1,7,4,2,1,34,2,2,3,1,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0
157,58,1,1145,1,9,3,2,0,75,2,1,2,1,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0
158,40,1,630,0,4,4,3,1,67,2,3,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,False,0,1,0,0,0,0,0,0,0,0,0,1,0
159,34,2,303,0,2,4,3,0,75,3,1,3,1,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2,False,0,1,0,0,0,0,0,0,0,0,0,0,1
160,22,1,1256,1,19,1,3,1,80,3,1,4,1,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
161,27,0,691,1,9,3,4,1,57,3,1,2,2,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
162,28,1,440,1,21,3,3,1,42,3,1,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
163,57,1,334,1,24,2,3,1,83,4,3,4,2,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,False,1,0,0,0,0,0,0,0,0,0,0,0,0
164,27,0,1450,1,3,3,3,1,79,2,1,3,2,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,False,0,0,1,0,0,0,0,0,0,0,1,0,0
165,50,1,1452,1,11,3,3,0,53,3,5,2,0,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,False,1,0,0,0,0,0,0,1,0,0,0,0,0
166,41,1,465,1,14,3,1,1,56,3,1,3,2,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,False,1,0,0,0,0,0,0,0,0,0,1,0,0
167,30,1,1339,0,5,3,2,0,41,3,3,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,False,1,0,0,0,0,0,0,0,0,0,0,1,0
168,38,1,702,0,1,4,1,0,59,2,2,4,0,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,False,1,0,0,0,0,0,0,0,0,0,0,1,0
169,32,1,120,1,6,5,3,1,43,3,1,3,0,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,False,1,0,0,0,0,0,0,0,0,0,1,0,0
170,27,1,1157,1,17,3,3,1,51,3,1,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,False,0,0,0,0,1,0,0,0,0,0,1,0,0
171,19,2,602,0,1,1,3,0,100,1,1,1,0,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,True,0,0,0,0,1,0,0,0,0,0,0,0,1
172,36,2,1480,1,3,2,4,1,30,3,1,2,0,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,False,0,0,1,0,0,0,1,0,0,0,0,0,0
173,30,0,111,1,9,3,3,1,66,3,2,1,2,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,False,0,0,1,0,0,0,1,0,0,0,0,0,0
174,45,1,1268,0,4,2,3,0,30,3,2,1,2,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,False,1,0,0,0,0,0,0,0,0,0,0,1,0
175,56,1,713,1,8,3,3,0,67,3,1,1,2,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
176,33,1,134,1,2,3,3,1,90,3,1,4,0,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
177,19,1,303,1,2,3,2,1,47,2,1,4,0,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,True,1,0,0,0,0,0,1,0,0,0,0,0,0
178,46,1,526,0,1,2,2,0,92,3,3,1,2,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
179,38,1,1380,1,9,2,3,0,75,3,1,4,0,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,False,1,0,0,0,0,0,1,0,0,0,0,0,0
180,31,1,140,1,12,1,3,0,95,3,1,4,1,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
181,34,1,629,1,27,2,4,0,95,3,1,2,0,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
182,41,1,1356,0,20,2,2,0,70,3,1,2,0,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2,True,0,1,0,0,0,0,0,0,0,0,0,0,1
183,50,1,328,1,1,3,3,1,86,2,1,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,False,0,0,1,0,0,0,1,0,0,0,0,0,0
184,53,1,1084,1,13,2,4,0,57,4,2,1,2,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,False,0,0,1,0,0,0,0,0,1,0,0,0,0
185,33,1,931,1,14,3,4,0,72,3,1,2,1,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,False,0,0,1,0,0,0,0,0,0,0,1,0,0
186,40,1,989,1,4,1,4,0,46,3,5,3,1,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,False,0,0,1,0,0,0,0,1,0,0,0,0,0
187,55,1,692,1,14,4,3,1,61,4,5,2,0,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15,False,0,0,1,0,0,0,0,0,0,1,0,0,0
188,34,2,1069,1,2,1,4,1,45,2,2,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,False,1,0,0,0,0,0,0,0,1,0,0,0,0
189,51,1,313,1,3,3,4,0,98,3,4,2,0,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0,False,0,0,1,0,0,0,0,0,0,0,0,0,0
190,52,1,699,1,1,4,3,1,65,2,5,3,1,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9,False,1,0,0,0,0,0,0,1,0,0,0,0,0
191,27,1,894,1,9,3,4,0,99,3,1,2,0,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,False,0,0,1,0,0,0,0,0,0,0,1,0,0
192,35,1,556,1,23,2,2,1,50,2,2,3,1,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,True,1,0,0,0,0,0,0,0,1,0,0,0,0
193,43,0,1344,1,7,3,4,1,37,4,1,4,2,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
194,45,0,1195,1,2,2,1,1,65,2,4,4,1,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,False,0,0,1,0,0,0,0,1,0,0,0,0,0
195,37,1,290,1,21,3,2,1,65,4,1,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,False,1,0,0,0,0,0,0,0,0,0,1,0,0
196,35,2,138,1,2,3,2,0,37,3,2,2,0,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,False,0,0,1,0,0,0,1,0,0,0,0,0,0
197,42,0,926,1,21,2,3,0,36,3,2,3,2,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,False,0,0,1,0,0,0,0,0,1,0,0,0,0
198,38,1,1261,1,2,4,4,1,88,3,2,3,1,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0
199,38,1,1084,1,29,3,4,1,54,3,2,4,1,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,False,0,0,0,0,1,0,0,0,1,0,0,0,0
200,27,2,472,1,1,1,3,1,60,2,2,1,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0
201,49,0,1002,1,18,4,4,1,92,3,2,4,2,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,False,1,0,0,0,0,0,0,0,1,0,0,0,0
202,34,2,878,1,10,4,4,1,43,3,1,3,2,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0
203,40,1,905,1,19,2,3,1,99,3,2,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,False,0,0,1,0,0,0,1,0,0,0,0,0,0
204,38,1,1180,1,29,1,2,1,70,3,2,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0,0
205,29,1,121,0,27,3,2,0,35,3,3,4,1,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,True,0,1,0,0,0,0,0,0,0,0,0,1,0
206,22,1,1136,1,5,3,4,1,60,4,1,2,2,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
207,36,2,635,1,18,1,2,0,73,3,1,4,0,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,False,0,0,1,0,0,0,1,0,0,0,0,0,0
208,40,0,1151,1,9,5,4,1,63,2,2,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0
209,46,1,644,1,1,4,4,1,97,3,3,1,2,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,False,0,0,1,0,0,0,0,0,0,0,0,0,0
210,32,1,1045,0,4,4,4,1,32,1,3,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,True,0,0,1,0,0,0,0,0,0,0,0,1,0
211,30,0,829,1,1,1,3,1,88,2,3,3,0,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,False,1,0,0,0,0,0,0,0,1,0,0,0,0
212,27,2,1242,0,20,3,4,0,90,3,2,3,0,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,False,1,0,0,0,0,0,0,0,0,0,0,1,0
213,51,1,1469,1,8,4,2,1,81,2,3,2,1,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,False,1,0,0,0,0,0,0,0,0,1,0,0,0
214,30,1,1005,1,3,3,4,0,88,3,1,1,0,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,True,0,0,0,0,1,0,0,0,0,0,1,0,0
215,41,1,896,0,6,3,4,0,75,3,3,4,0,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0
216,30,2,334,0,26,4,3,0,52,2,2,1,0,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,True,0,1,0,0,0,0,0,0,0,0,0,1,0
217,29,1,992,1,1,3,3,1,85,3,1,3,0,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,True,0,0,0,0,1,0,0,0,0,0,1,0,0
218,45,0,1052,0,6,3,4,0,57,2,3,4,0,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,False,0,0,1,0,0,0,0,0,0,0,0,1,0
219,54,1,1147,0,3,3,4,0,52,3,2,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,False,0,1,0,0,0,0,0,0,0,0,0,1,0
220,36,1,1396,1,5,2,4,1,62,3,2,2,0,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,False,1,0,0,0,0,0,1,0,0,0,0,0,0
221,33,1,147,1,4,4,3,0,47,2,1,2,1,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,False,0,0,1,0,0,0,0,0,0,0,1,0,0
222,37,2,663,1,11,3,2,1,47,3,3,4,2,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,False,0,0,0,1,0,0,0,0,0,1,0,0,0
223,38,1,119,0,3,3,1,1,76,3,3,3,2,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,False,1,0,0,0,0,0,0,0,0,0,0,1,0
224,31,0,979,1,1,4,3,1,90,1,2,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,False,0,0,1,0,0,0,0,0,1,0,0,0,0
225,59,1,142,1,3,3,3,1,70,2,1,4,1,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0
226,37,2,319,0,4,4,1,1,41,3,1,4,2,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,False,0,1,0,0,0,0,0,0,0,0,0,0,1
227,29,2,1413,0,1,1,2,0,42,3,3,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,False,0,0,1,0,0,0,0,0,0,0,0,1,0
228,35,2,944,0,1,3,3,0,92,3,3,3,0,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,False,0,1,0,0,0,0,0,0,0,0,0,1,0
229,29,1,896,1,18,1,3,1,86,2,1,4,0,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0
230,52,1,1323,1,2,3,3,0,89,2,1,4,0,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,False,1,0,0,0,0,0,1,0,0,0,0,0,0
231,42,1,532,1,4,2,3,1,58,3,5,4,1,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,False,0,0,0,0,1,0,0,1,0,0,0,0,0
232,59,1,818,2,6,2,2,1,52,3,1,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,False,0,0,1,0,0,1,0,0,0,0,0,0,0
233,50,1,854,0,1,4,4,0,68,3,5,4,2,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,False,0,0,1,0,0,0,0,1,0,0,0,0,0
234,33,1,813,1,14,3,3,1,58,3,1,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,True,0,0,1,0,0,0,1,0,0,0,0,0,0
235,43,1,1034,0,16,3,4,0,80,3,4,4,1,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,False,0,1,0,0,0,0,0,1,0,0,0,0,0
236,33,1,465,1,2,2,1,0,39,3,1,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,True,1,0,0,0,0,0,1,0,0,0,0,0,0
237,52,0,771,0,2,4,1,1,79,2,5,3,0,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,False,1,0,0,0,0,0,0,1,0,0,0,0,0
238,32,1,1401,0,4,2,3,0,56,3,1,2,1,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,False,1,0,0,0,0,0,0,0,0,0,0,0,1
239,32,1,515,1,1,3,4,1,62,2,1,3,0,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,True,1,0,0,0,0,0,1,0,0,0,0,0,0
240,39,1,1431,1,1,4,3,0,96,3,1,3,2,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,False,0,0,1,0,0,0,1,0,0,0,0,0,0
241,32,0,976,0,26,4,3,1,100,3,2,4,1,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
242,41,1,1411,1,19,2,3,1,36,3,2,1,2,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0
243,40,1,1300,1,24,2,1,1,62,3,2,4,2,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,False,0,0,0,0,1,0,0,0,0,0,1,0,0
244,45,1,252,1,1,3,3,1,70,4,5,4,1,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,False,0,0,0,1,0,0,0,1,0,0,0,0,0
245,31,2,1327,1,3,4,2,1,73,3,3,3,2,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,False,0,0,1,0,0,0,0,0,0,1,0,0,0
246,33,1,832,1,5,4,3,0,63,2,1,4,1,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
247,34,1,470,1,2,4,4,1,84,2,2,1,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,False,1,0,0,0,0,0,0,0,1,0,0,0,0
248,37,1,1017,1,1,2,3,0,83,2,1,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
249,45,2,1199,1,7,4,1,1,77,4,2,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,False,1,0,0,0,0,0,0,0,1,0,0,0,0
250,37,2,504,1,10,3,1,1,61,3,3,3,2,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,True,0,0,1,0,0,0,0,0,1,0,0,0,0
251,39,2,505,1,2,4,3,0,64,3,3,3,0,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,False,0,0,0,0,1,0,0,0,0,0,0,0,0
252,29,1,665,1,15,3,3,1,60,3,1,4,0,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,False,1,0,0,0,0,0,0,0,0,0,1,0,0
253,42,1,916,1,17,2,4,0,82,4,2,1,0,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
254,29,1,1247,0,20,2,4,1,45,3,2,4,2,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
255,25,1,685,1,1,3,1,0,62,3,2,3,1,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,False,1,0,0,0,0,0,0,0,1,0,0,0,0
256,42,1,269,1,2,3,4,0,56,2,1,1,2,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,False,0,0,1,0,0,0,1,0,0,0,0,0,0
257,40,1,1416,1,2,2,1,1,49,3,5,3,2,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9,False,0,0,1,0,0,0,0,0,0,1,0,0,0
258,51,1,833,1,1,3,3,1,96,3,1,4,1,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0
259,31,2,307,1,29,2,3,1,71,2,1,2,0,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,True,0,0,1,0,0,0,1,0,0,0,0,0,0
260,32,2,1311,1,7,3,2,1,100,4,1,2,1,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,False,1,0,0,0,0,0,1,0,0,0,0,0,0
261,38,0,1327,0,2,2,4,1,39,2,2,4,1,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,False,1,0,0,0,0,0,0,0,0,0,0,1,0
262,32,1,128,1,2,1,4,1,84,2,2,1,0,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,False,0,0,0,0,1,0,1,0,0,0,0,0,0
263,46,1,488,0,2,3,3,0,75,1,4,2,1,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,False,0,0,0,0,1,0,0,1,0,0,0,0,0
264,28,1,529,1,2,4,1,1,79,3,1,3,0,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,True,1,0,0,0,0,0,1,0,0,0,0,0,0
265,29,1,1210,0,2,3,1,1,78,2,2,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,1,0
266,31,1,1463,1,23,3,2,1,64,2,2,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,False,0,0,1,0,0,0,0,0,0,0,0,0,0
267,25,0,675,1,5,2,2,1,85,4,2,1,2,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0
268,45,1,1385,1,20,2,3,1,79,3,4,4,1,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,False,0,0,1,0,0,0,0,0,0,0,0,0,0
269,36,1,1403,1,6,3,4,1,47,3,1,4,1,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,False,1,0,0,0,0,0,1,0,0,0,0,0,0
270,55,1,452,1,1,3,4,1,81,3,5,1,0,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,False,0,0,1,0,0,0,0,1,0,0,0,0,0
271,47,0,666,1,29,4,1,1,88,3,3,2,1,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,True,1,0,0,0,0,0,0,1,0,0,0,0,0
272,28,1,1158,1,9,3,4,1,94,3,1,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,False,0,0,1,0,0,0,0,0,0,0,1,0,0
273,37,1,228,0,6,4,3,1,98,3,2,4,1,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,False,0,0,1,0,0,0,0,0,0,0,0,1,0
274,21,1,996,1,3,2,4,1,100,2,1,3,0,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0
275,37,0,728,1,1,4,1,0,80,3,3,4,2,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,False,0,0,1,0,0,0,0,0,0,1,0,0,0
276,35,1,1315,1,22,3,2,0,71,4,3,2,2,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,False,1,0,0,0,0,0,0,1,0,0,0,0,0
277,38,1,322,0,7,2,1,0,44,4,2,1,2,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,False,0,0,1,0,0,0,0,0,0,0,0,1,0
278,26,2,1479,1,1,3,3,0,84,3,2,2,2,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,False,1,0,0,0,0,0,0,0,1,0,0,0,0
279,50,1,797,1,4,1,1,1,96,3,5,2,2,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,False,1,0,0,0,0,0,0,0,0,1,0,0,0
280,53,1,1070,1,3,4,3,1,45,3,4,3,1,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,False,0,0,1,0,0,0,0,0,0,1,0,0,0
281,42,1,635,0,1,1,2,1,99,3,2,3,1,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,False,1,0,0,0,0,0,0,0,0,0,0,1,0
282,29,2,442,0,2,2,2,1,44,3,2,4,0,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,False,1,0,0,0,0,0,0,0,0,0,0,1,0
283,55,1,147,1,20,2,2,1,37,3,2,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,False,0,0,0,0,1,0,1,0,0,0,0,0,0
284,26,2,496,1,11,2,1,1,60,3,2,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,False,0,0,1,0,0,0,0,0,0,0,0,0,0
285,37,1,1372,1,1,3,4,0,42,3,1,4,0,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,False,1,0,0,0,0,0,0,0,0,0,1,0,0
286,44,2,920,1,24,3,4,1,43,3,1,3,2,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,True,1,0,0,0,0,0,1,0,0,0,0,0,0
287,38,1,688,1,23,4,4,1,82,3,2,4,2,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0
288,26,1,1449,1,16,4,1,1,45,3,1,2,2,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,True,0,0,1,0,0,0,1,0,0,0,0,0,0
289,28,1,1117,1,8,2,4,0,66,3,1,4,0,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
290,49,2,636,1,10,4,3,0,35,3,5,1,0,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,False,1,0,0,0,0,0,0,0,0,1,0,0,0
291,36,1,506,1,3,3,3,1,30,3,2,2,0,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,False,0,0,0,0,1,0,0,0,0,0,1,0,0
292,31,2,444,0,5,3,4,0,84,3,1,2,2,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,False,0,1,0,0,0,0,0,0,0,0,0,0,1
293,26,1,950,0,4,4,4,1,48,2,2,4,0,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,True,0,1,0,0,0,0,0,0,0,0,0,1,0
294,37,2,889,1,9,3,2,1,53,3,1,4,1,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
295,42,2,555,0,26,3,3,0,77,3,4,2,1,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,False,0,1,0,0,0,0,0,0,0,0,0,1,0
296,18,1,230,1,3,3,3,1,54,3,1,3,0,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,True,1,0,0,0,0,0,1,0,0,0,0,0,0
297,35,1,1232,0,16,3,3,1,96,3,3,2,1,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,False,0,1,0,0,0,0,0,0,0,0,0,1,0
298,36,2,566,1,18,4,3,1,81,4,1,4,1,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,False,1,0,0,0,0,0,1,0,0,0,0,0,0
299,51,1,1302,1,2,3,4,1,84,1,2,2,2,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,False,0,0,1,0,0,0,0,0,1,0,0,0,0
300,41,1,334,0,2,4,4,1,88,3,4,2,0,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,False,1,0,0,0,0,0,0,1,0,0,0,0,0
301,18,1,812,0,10,3,4,0,69,2,1,3,0,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,0,1
